,province,district,ur2012,weight,Consumption,s1q1,s1q3y,s1q13,s1q14,s3q4,s4aq6a,s4aq6b,s4aq8,s4aq9,s4aq11h,s4aq12,s4aq14,s4aq15,s4aq17,s4bq3,s4bq4,s4bq5,s6aq2
2789,Southern Province,Gisagara,Rural,73.3463877,250752.3125,Male,10,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,,,,No,,No,No
2790,Southern Province,Gisagara,Rural,73.3463877,250752.3125,Female,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,Both parents,,,,,,,No
2793,Southern Province,Gisagara,Rural,84.23021182,87372.29688,Female,6,"Yes,and residing in the household",Yes but residing in another household,No,,,,,,,,,,,,,No
2800,Southern Province,Gisagara,Rural,84.23021182,323945.125,Female,18,"Yes,and residing in the household",Yes and resident in household,No,Secondary 3,Secondary 4,Free Subsidized,Books not available,,Both parents,,,,Yes,Yes,Yes,No
2801,Southern Province,Gisagara,Rural,84.23021182,323945.125,Male,8,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Primary 1,Free Subsidized,No problem,,Both parents,,,,,,,No
2804,Southern Province,Gisagara,Rural,84.23021182,267832.1563,Male,10,"Yes,but residing in onother household",Yes but residing in another household,Yes,Not in class,Primary 1,Free Subsidized,No problem,,Other household members,,,,No,,No,No
2807,Southern Province,Gisagara,Rural,84.23021182,566406.25,Male,11,"Yes,but residing in onother household",Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Mother,,,,No,,No,No
2808,Southern Province,Gisagara,Rural,84.23021182,566406.25,Male,8,"Yes,but residing in onother household",Yes and resident in household,No,,,,,,,,,,,,,No
2811,Southern Province,Gisagara,Rural,84.23021182,162021.6094,Male,8,"Yes,but residing in onother household",Yes and resident in household,Yes,Not in class,Primary 1,Free Subsidized,No problem,,Mother,,,,,,,No
2812,Southern Province,Gisagara,Rural,84.23021182,162021.6094,Female,8,"Yes,but residing in onother household",Yes and resident in household,Yes,Not in class,Primary 1,Free Subsidized,No problem,,Mother,,,,,,,No
2816,Southern Province,Gisagara,Rural,84.23021182,108521.7656,Female,14,"Yes,and residing in the household",Yes but residing in another household,Yes,Primary 5,"Primary 6,7,8",Public,No problem,,Both parents,,,,Yes,Yes,Yes,No
2817,Southern Province,Gisagara,Rural,84.23021182,108521.7656,Male,11,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 2,Primary 3,Free Subsidized,No problem,,Both parents,,,,No,,Yes,No
2818,Southern Province,Gisagara,Rural,84.23021182,108521.7656,Male,8,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,,,,,,,No
2821,Southern Province,Gisagara,Rural,84.23021182,108521.7656,Male,16,No,Do not know,Yes,Primary 4,Primary 5,Free Subsidized,No problem,,Other household members,,,,Yes,Yes,Yes,No
2829,Southern Province,Gisagara,Rural,84.23021182,157250.0625,Male,16,"Yes,but residing in onother household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Mother,,,,No,,No,No
2834,Southern Province,Gisagara,Rural,84.23021182,94967.50781,Male,17,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 3,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,Yes,Yes
2835,Southern Province,Gisagara,Rural,84.23021182,94967.50781,Male,15,"Yes,and residing in the household",Yes and resident in household,No,Primary 3,Primary 4,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,Yes,No
2836,Southern Province,Gisagara,Rural,84.23021182,94967.50781,Male,13,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Other relatives,,,,No,,Yes,No
2837,Southern Province,Gisagara,Rural,84.23021182,94967.50781,Female,11,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,,,,No,,Yes,No
2838,Southern Province,Gisagara,Rural,84.23021182,94967.50781,Female,9,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Both parents,,,,,,,No
2841,Southern Province,Gisagara,Rural,84.23021182,77305.24219,Female,9,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Both parents,,,,,,,No
2842,Southern Province,Gisagara,Rural,84.23021182,77305.24219,Male,7,"Yes,and residing in the household",Yes and resident in household,No,,,,,,Both parents,,,,,,,No
2844,Southern Province,Gisagara,Rural,84.23021182,77305.24219,Male,15,"Yes,but residing in onother household",Yes but residing in another household,Yes,Not in class,Not in class,Free Subsidized,No problem,,Other household members,,,,Yes,No,Yes,No
2847,Southern Province,Gisagara,Rural,84.23021182,591396.8125,Female,12,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 2,Free Subsidized,No problem,,Both parents,,,,Yes,No,Yes,No
2848,Southern Province,Gisagara,Rural,84.23021182,591396.8125,Male,9,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 1,Free Subsidized,No problem,,Both parents,,,,,,,No
2849,Southern Province,Gisagara,Rural,84.23021182,591396.8125,Female,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
2856,Southern Province,Gisagara,Rural,125.7364892,313357.2813,Male,17,No,Yes and resident in household,No,Secondary 1,Secondary 2,Free Subsidized,Don't know,,Mother,,,,Yes,Yes,Yes,No
2857,Southern Province,Gisagara,Rural,125.7364892,313357.2813,Male,12,No,Yes and resident in household,No,Primary 2,Primary 3,Free Subsidized,Poor buildings & equipment,,Mother,,,,Yes,No,Yes,No
2858,Southern Province,Gisagara,Rural,125.7364892,313357.2813,Female,8,Dont know,Yes but residing in another household,No,Primary 1,Primary 1,Free Subsidized,Poor buildings & equipment,,Mother,,,,,,,No
2859,Southern Province,Gisagara,Rural,125.7364892,313357.2813,Female,7,"Yes,but residing in onother household",Yes and resident in household,Yes,Not in class,Not in class,Free Subsidized,Poor buildings & equipment,,Other household members,,,,,,,No
2862,Southern Province,Gisagara,Rural,125.7364892,78111.75,Male,12,No,Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Mother,2,Family circumstances,,No,,No,No
2864,Southern Province,Gisagara,Rural,125.7364892,98584.33594,Female,18,No,Yes and resident in household,No,Secondary 1,Secondary 2,Free Subsidized,No problem,,Mother,,,,Yes,Yes,Yes,No
2865,Southern Province,Gisagara,Rural,125.7364892,98584.33594,Male,12,Dont know,Yes but residing in another household,No,Primary 2,Primary 2,Free Subsidized,No problem,,Other household members,,,,Yes,No,Yes,No
2867,Southern Province,Gisagara,Rural,125.7364892,80179.09375,Female,9,Dont know,Yes and resident in household,Yes,Not in class,Primary 1,Public,No problem,,Mother,3,Poor health,,,,,No
2874,Southern Province,Gisagara,Rural,125.7364892,107966.6406,Male,14,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Not in class,,,,,,,Lack of interest,No,,No,No
2875,Southern Province,Gisagara,Rural,125.7364892,107966.6406,Female,8,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
2876,Southern Province,Gisagara,Rural,125.7364892,107966.6406,Female,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
2884,Southern Province,Gisagara,Rural,125.7364892,97112.6875,Female,15,"Yes,but residing in onother household",Yes but residing in another household,Yes,Primary 2,Primary 2,Free Subsidized,No problem,,Other household members,7,Dropped out,Health,No,,No,No
2887,Southern Province,Gisagara,Rural,125.7364892,107303.1797,Female,6,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Not in class,Public,No problem,,Both parents,,,,,,,No
2894,Southern Province,Gisagara,Rural,125.7364892,136392.3281,Male,17,"Yes,and residing in the household",Yes and resident in household,No,Primary 4,Primary 5,Public,No problem,,Mother,,,,Yes,No,Yes,No
2895,Southern Province,Gisagara,Rural,125.7364892,136392.3281,Female,12,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 2,Public,No problem,,Mother,,,,Yes,No,Yes,No
2896,Southern Province,Gisagara,Rural,125.7364892,136392.3281,Male,10,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 1,Public,No problem,,Mother,,,,No,,No,No
2900,Southern Province,Gisagara,Rural,125.7364892,101367.625,Male,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 4,Primary 4,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,Yes,No
2901,Southern Province,Gisagara,Rural,125.7364892,101367.625,Male,11,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,,,,No,,No,No
2902,Southern Province,Gisagara,Rural,125.7364892,101367.625,Male,9,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
2903,Southern Province,Gisagara,Rural,125.7364892,101367.625,Male,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
2910,Southern Province,Gisagara,Rural,83.56261023,67118.48438,Male,15,"Yes,but residing in onother household",Yes but residing in another household,No,Not in class,Not in class,,,,,,,Lack of family support,No,,No,No
2911,Southern Province,Gisagara,Rural,83.56261023,67118.48438,Male,12,"Yes,but residing in onother household",Yes but residing in another household,No,,,,,,,,,,No,,No,No
2912,Southern Province,Gisagara,Rural,83.56261023,67118.48438,Female,10,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 1,Primary 2,Public,No problem,,Other relatives,,,,No,,No,No
2915,Southern Province,Gisagara,Rural,83.56261023,201742.2813,Male,18,"Yes,but residing in onother household",Yes and resident in household,No,Not in class,Not in class,,,,,,,Lack of interest,Yes,Yes,Yes,Yes
2916,Southern Province,Gisagara,Rural,83.56261023,201742.2813,Female,11,"Yes,but residing in onother household",Yes and resident in household,Yes,,,,,,,,,,No,,No,No
2919,Southern Province,Gisagara,Rural,83.56261023,176202.9688,Female,16,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 2,Primary 3,Public,No problem,,Mother,,,,No,,Yes,No
2920,Southern Province,Gisagara,Rural,83.56261023,176202.9688,Female,16,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 3,Public,No problem,,Mother,,,,No,,Yes,No
2921,Southern Province,Gisagara,Rural,83.56261023,176202.9688,Male,13,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Public,No problem,,Mother,,,,No,,No,No
2928,Southern Province,Gisagara,Rural,83.56261023,297925.9063,Male,11,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Primary 1,Public,Poor buildings & equipment,,Both parents,4,Family circumstances,,No,,No,No
2929,Southern Province,Gisagara,Rural,83.56261023,297925.9063,Female,8,"Yes,and residing in the household",Yes and resident in household,Yes,,,,,,,,,,,,,No
2933,Southern Province,Gisagara,Rural,83.56261023,129488.1797,Female,11,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 1,Primary 2,Public,No problem,,Other household members,,,,Yes,Yes,Yes,No
2940,Southern Province,Gisagara,Rural,71.57493369,150227.0781,Female,11,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 2,Primary 3,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,Yes,No
2941,Southern Province,Gisagara,Rural,71.57493369,150227.0781,Female,9,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,,,,,,,No
2942,Southern Province,Gisagara,Rural,71.57493369,150227.0781,Male,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
2949,Southern Province,Gisagara,Rural,71.57493369,121818.3516,Male,13,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 3,Free Subsidized,No problem,,Both parents,1,Family circumstances,,Yes,No,Yes,Yes
2950,Southern Province,Gisagara,Rural,71.57493369,121818.3516,Female,11,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 2,Primary 3,Free Subsidized,No problem,,Both parents,,,,Yes,No,Yes,No
2951,Southern Province,Gisagara,Rural,71.57493369,121818.3516,Female,8,"Yes,and residing in the household",Yes and resident in household,Yes,Not in class,Primary 1,Free Subsidized,No problem,,Both parents,,,,,,,No
2956,Southern Province,Gisagara,Rural,71.57493369,179626.875,Male,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
2959,Southern Province,Gisagara,Rural,71.57493369,179626.875,Male,17,"Yes,but residing in onother household",Yes and resident in household,Yes,"Primary 6,7,8","Primary 6,7,8",Free Subsidized,No problem,,Mother,7,Dropped out,Cost,Yes,Yes,Yes,No
2963,Southern Province,Gisagara,Rural,71.57493369,456585.4375,Female,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 3,Primary 4,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,Yes,No
2964,Southern Province,Gisagara,Rural,71.57493369,456585.4375,Female,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
2967,Southern Province,Gisagara,Rural,71.57493369,189199.4531,Male,13,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 4,Primary 4,Free Subsidized,No problem,,Both parents,,,,Yes,No,Yes,No
2968,Southern Province,Gisagara,Rural,71.57493369,189199.4531,Female,11,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 3,Primary 4,Free Subsidized,No problem,,Both parents,3,Poor health,,Yes,No,Yes,No
2969,Southern Province,Gisagara,Rural,71.57493369,189199.4531,Female,9,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,3,Poor health,,,,,No
2971,Southern Province,Gisagara,Rural,71.57493369,228547.7813,Female,17,Dont know,Yes and resident in household,Yes,Secondary 2,Secondary 2,Private,No problem,,Mother,,,,Yes,Yes,Yes,No
2972,Southern Province,Gisagara,Rural,71.57493369,228547.7813,Female,12,Dont know,Yes and resident in household,Yes,Primary 3,Primary 4,Free Subsidized,No problem,,Mother,,,,Yes,Yes,Yes,No
2973,Southern Province,Gisagara,Rural,71.57493369,228547.7813,Male,9,Dont know,Yes and resident in household,Yes,Primary 1,Primary 2,Free Subsidized,No problem,,Mother,,,,,,,No
2974,Southern Province,Gisagara,Rural,71.57493369,228547.7813,Female,7,Dont know,Yes and resident in household,Yes,,,,,,,,,,,,,No
2975,Southern Province,Gisagara,Rural,71.57493369,228547.7813,Female,7,Dont know,Yes and resident in household,Yes,,,,,,,,,,,,,No
2976,Southern Province,Gisagara,Rural,71.57493369,228547.7813,Male,12,No,No,Yes,Primary 2,Primary 2,Free Subsidized,No problem,,Other household members,7,Dropped out,Lack of interest,No,,No,No
2979,Southern Province,Gisagara,Rural,71.57493369,201077.9375,Male,6,"Yes,and residing in the household",Yes and resident in household,Yes,,,,,,,,,,,,,No
2980,Southern Province,Gisagara,Rural,71.57493369,201077.9375,Male,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
2989,Southern Province,Gisagara,Rural,71.57493369,224758.875,Male,18,No,Yes and resident in household,No,Primary 5,"Primary 6,7,8",Free Subsidized,Books not available,,Mother,1,Family circumstances,,Yes,Yes,Yes,No
2992,Southern Province,Gisagara,Rural,71.57493369,189777.7813,Male,7,"Yes,and residing in the household",Yes and resident in household,No,,,,,,Both parents,,,,,,,No
3000,Southern Province,Gisagara,Rural,71.57493369,80090.94531,Male,18,"Yes,but residing in onother household",Yes and resident in household,No,"Primary 6,7,8",Secondary 1,Public,No problem,,Mother,,,,Yes,Yes,Yes,No
